DATE,NASDAQ.AAPL,NASDAQ.AMZN,NASDAQ.ASML,NASDAQ.AVGO,NASDAQ.COST,NASDAQ.GOOG,NASDAQ.GOOGL,NASDAQ.META,NASDAQ.MSFT,NASDAQ.NVDA,NASDAQ.TSLA
1733242380,240.9149932861328,212.61000061035156,710.6199951171875,167.2050018310547,973.3599853515625,173.3000030517578,171.74000549316406,606.1599731445312,431.5700988769531,138.86000061035156,351.6099853515625
1733242440,240.9499053955078,212.56500244140625,710.7999877929688,167.24000549316406,973.22998046875,173.23410034179688,171.64999389648438,606.1500244140625,431.5299987792969,138.94000244140625,351.55499267578125
1733242500,240.84620666503906,212.3800048828125,711.0,167.1300048828125,972.5401000976562,173.1999969482422,171.61000061035156,605.5399780273438,431.29998779296875,138.9084930419922,351.4750061035156
1733242560,241.05780029296875,212.3321075439453,710.8699951171875,167.11000061035156,972.875,173.17999267578125,171.65499877929688,605.0850219726562,431.0950012207031,139.01820373535156,351.9288024902344
1733242620,241.10000610351562,212.45899963378906,711.469970703125,167.27999877929688,972.22998046875,173.3249969482422,171.72000122070312,606.0599975585938,431.147705078125,139.16140747070312,352.57000732421875
1733242680,241.18359375,212.33999633789062,711.3300170898438,167.3350067138672,972.4849853515625,173.2100067138672,171.62750244140625,605.0,431.1700134277344,139.1894073486328,352.20001220703125
1733242740,241.16990661621094,212.41000366210938,711.889892578125,167.22000122070312,971.969970703125,173.19000244140625,171.59500122070312,604.7899780273438,431.1000061035156,139.1260986328125,352.260009765625
1733242800,241.2100067138672,212.42999267578125,712.2999877929688,167.25999450683594,972.719970703125,173.27999877929688,171.72000122070312,604.9401245117188,431.29998779296875,139.18850708007812,351.989990234375
1733242860,241.14999389648438,212.42999267578125,712.5900268554688,167.25,972.6599731445312,173.38999938964844,171.80999755859375,605.643798828125,431.3999938964844,139.13999938964844,351.6499938964844
1733242920,241.1804962158203,212.30670166015625,712.6403198242188,167.2259979248047,972.0999755859375,173.3800048828125,171.8000030517578,605.52001953125,431.0849914550781,139.02000427246094,351.8800048828125
1733242980,241.22999572753906,212.3000030517578,712.9946899414062,167.23019409179688,972.260009765625,173.5,171.89999389648438,605.5808715820312,431.1300048828125,139.05499267578125,352.2406005859375
1733243040,241.2200927734375,212.3697967529297,713.4000244140625,167.0800018310547,972.0700073242188,173.58999633789062,172.02000427246094,606.3599853515625,431.1600036621094,139.1593017578125,352.139892578125
1733243100,241.1002960205078,212.42999267578125,713.5999755859375,167.11500549316406,972.6500244140625,173.6199951171875,172.0500030517578,606.431396484375,430.9200134277344,139.10499572753906,351.80010986328125
1733243160,241.1699981689453,212.77999877929688,713.4400024414062,167.25999450683594,973.030029296875,173.64999389648438,172.0847930908203,607.35498046875,431.25,139.30999755859375,352.4798889160156
1733243220,241.14500427246094,212.6699981689453,713.5,167.25999450683594,973.2150268554688,173.58999633789062,172.00999450683594,607.1099853515625,431.19500732421875,139.3000030517578,352.39239501953125
1733243280,241.19000244140625,212.88999938964844,713.369873046875,167.2899932861328,973.5999755859375,173.57000732421875,171.99000549316406,607.3599853515625,431.17999267578125,139.05059814453125,352.3147888183594
